respid,sample,attempt,fcall,refusal,int_date,ilang,cregion,state,density,sstate,susr,usr,scregion,sdensity,llitext,qintro2,form,qs3,qs4,qs5,qs6,qs1,q1,q2,campnii,thought,q5,q9,q9a,Q9HORSE3,q10,q10a,q10b,q10c,q10d,q10horse,q11,q12,oftvote,q20,q23,q24f1,q25f2,q30a,q30b,q33a,q33b,q34a,q34b,q34c,q35,q40a,q40b,q40c,q40d,q40e,q40f,q40if1,q40jf1,q40kf1,q40lf1,q40nf2,q40of2,q40pf2,q40qf2,q41,q42,q45a,q45b,q45c,q45d,q48a,q48b,q48c,q49a,q49b,q50a,q50b,q50c,q50d,q50ef1,q50ff1,q50gf1,q50hf1,q50if2,q50jf2,q50kf2,q50lf2,q55,q56,q57,q58,q59,q60,q71,q72,q78,q79,q80,q81,sex,age,gen5,educ,hisp,racem1,racem2,racem3,racem4,adults,racecmb,racethn,birth_hisp,qtaa5,lan1,lan2,lan3,lan4,marital,relig,chr,qe3sos,born,attend,q82,q83,q84,q85,income,reg,party,partyln,partysum,partyideo,ideo,q86,q87,hh1,hh3,ql1,ql1a,qc1,money2,isex,ihisp1,irace1m1,irace1m2,irace1m3,irace1m4,ll,cp,hispoversample,Primary_Language,cellweight,weight
201858,2,7,160619,0,160619,1,4,53,4,24,,U,3,4, , ,2, , , , ,2,2,2,1,1,3,2, , ,2, , , , , , , , ,1,1, ,2, , , , ,1,2,1,2,1,1,1,1,1,1, , , , ,1,1,1,3, , ,2,4,2,3, , , , , ,1,1,1,1, , , , ,1,1,1,1,4,3,1,1,1,1, , ,4,1,9,2,2,31,5,8,2,1, , , ,1,1,1, ,2, , , , ,6,6, ,, ,5,2, , , ,9,2,1, ,1,1,2, , ,1, , , ,2,9,2,1,1, , , ,0,1, , ,0.5800049,0.8087289
201863,2,3,160619,0,160619,1,1,44,5,44,,S,1,4, , ,1, , , , ,2,1,1,1,1,1,1, ,1,1, ,1, ,1,1,2, ,1,1,1,2, ,1,1,1,4,1,1,2,3,1,1,1,1,2,1,2,1,1,1, , , , ,2,1,3,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2, , , , ,2,3,2,2,1,2,2,1,3,1,2,3,1,41,4,6,2,1,3, , ,2,4,4, ,2, , , , ,1,10, ,, ,4,2, , ,3,9,1,2, ,2,5,5,1, ,4,2, , ,1,9,2,1,1, , , ,1,1, , ,0.5047067,0.6902961
201864,2,3,160619,0,160619,2,1,34,5,34,,S,1,5, , ,2, , , , ,2,9,2,3,1,1,1, ,1,1, ,1, ,2,1,2, ,1,3,2, ,1,1,1,1,4,2,2,2,3,1,1,1,1,1,1, , , , ,1,3,1,1,2,2,2,3,1,2,2,2,2,1,2,2,2,2,2, , , , ,2,2,2,2,2,1,2,2,1,2,2,1,2,1,2,1,2,48,4,3,1,1, , , ,1,1,3,3,1,1,1,1,3,4,3, ,,1,2,1,3, , ,2,1,2, ,2,4,3,1, ,3,1, , ,1,9,2,1,1, , , ,1,1, ,3,0.7666604,0.4811161
201869,2,2,160619,1,160619,1,2,26,5,26,,U,2,5, , ,1, , , , ,2,1,2,2,1,1,1, , ,1, , , , , , , , ,3,1,1, , , , , ,1,1,2,3,1,1,1,1,1,1,1,1,1,1, , , , , , ,2,2,2,2, , , , , ,1,2,1,2,2,2,2,2, , , , ,4,3,2,2,2,3, , ,4,2,1,4,2,53,3,4,2,2, , , ,1,2,2, ,2, , , , ,6,12, ,, ,6,2, , ,3,2,2,3,2,2,3,3, , ,1, , , ,2,1,1,2,1, , , ,0,1, , ,1.9704051,2.1132708
201870,2,5,160619,0,160619,2,3,13,4,13,,U,3,2, , ,2, , , , ,2,9,1,3,3,1,1, , ,1, , , , , , , , ,3,9, ,1, , , , ,1,1,1,3,1,1,1,1,1,1, , , , ,2,1,1,1, , ,3,2,1,1, , , , , ,2,2,2,2, , , , ,2,2,2,2,3,1,3,2,1,2, , ,1,1,2,2,1,34,5,2,1,1, , , ,2,1,3,3,1,1,1,4,4,6,2, ,,2,3,1, ,3, ,2,3,3,1,1,3,2, , ,2,2, , ,2,9,2,1,1, , , ,0,1, ,3,0.4819289,0.6458753
201872,2,2,160619,0,160619,1,2,27,1,27,,S,2,1, , ,1, , , , ,2,1,2,1,1,1,1, ,1,1, ,1, ,1,1,2, ,1,1,1,2, ,1,3,1,4,1,1,1,2,1,1,1,1,1,1,1,1,4,1, , , , ,2,1,3,2,4,2,2,2,2,1,3,2,2,2,2,2,2,2,2, , , , ,3,1,2,5,2,3,2,1,2,1,2,2,2,83,2,3,2,1, , , ,1,1,1, ,2, , , , ,5,1, ,,2,3,2, , , ,2,1,2, ,2,5,5,1, ,1, , , ,1,9,1,1,1,2, , ,1,1, , ,2.3334194,0.8852514
201877,2,4,160619,0,160619,1,2,19,1,19,,R,2,1, , ,1, , , , ,2,1,2,1,1,1,4,4,4,3,3, , , ,3,2,2,1,1,1,2, ,1,1,4,4,1,3,2,3,1,1,3,4,4,3,2,1,2,1, , , , ,2,2,4,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3, , , , ,4,2,3,4,2,3,2,2,3,1,2,4,2,41,4,6,2,1, , , ,2,1,1, ,2, , , , ,2,11,2,, ,6,2, , , ,4,1,2, ,2,5,5,2, ,4,2, , ,2,1,2,2,1, , , ,0,1, , ,1.6969761,1.9037166
201879,2,2,160619,0,160619,1,3,48,4,48,,U,3,4, , ,1, , , , ,2,1,1,2,2,1,1, , ,1, , , , , , , , ,3,1,1, , , , , ,1,2,2,1,1,1,1,1,1,2,2,1,2,1, , , , , , ,3,2,2,2, , , , , ,2,2,9,1,2,9,2,9, , , , ,3,1,3,2,1,2, , ,4,2,1,2,1,23,5,4,1,1, , , ,2,1,3,1,1,1,1,1,1,6,13, ,,1,3,2,3, , ,4,2,2, ,2,4,2, , ,2,2, , ,2,9,2,1,1, , , ,0,1, ,2,0.4971668,0.6733267
201880,2,2,160619,0,160619,1,2,27,5,27,,S,2,5, , ,1, , , , ,2,1,1,3,3,2,1, ,1,1, ,1, ,1,1,2, ,2,3,1,2, ,3,4,2,4,2,1,2,3,1,1,1,1,1,2,1,2,1,1, , , , ,2,1,4,1,4,1,2,2,2,3,3,2,2,2,2,2,3,2,2, , , , ,2,3,2,2,1,2,3,1,2,2,2,3,2,42,4,5,2,3, , , ,1,3,4, ,2, , , , ,1,6, ,, ,6,2, , , ,8,1,2, ,2,5,4,1, ,3,1, , ,2,9,2,2,1, , , ,0,1, , ,1.4812079,2.3655782
201884,2,2,160619,0,160619,1,3,40,1,40,,R,3,1, , ,1, , , , ,2,2,2,1,1,2,4,2,2,2, ,2,2, ,2, ,2,2,4,1,1, ,1,2,4,3,1,1,2,1,1,2,1,1,1,1,3,3,1,1, , , , ,1,1,3,4,4,3,3,1,3,2,3,1,1,1,1,1,1,9,9, , , , ,4,3,3,2,2,2,2,2,3,2,2,2,2,47,4,6,2,1, , , ,2,1,1, ,2, , , , ,1,2, ,,1,2,1, ,1, ,9,1,3,1,1,3,1, ,2,8,2, , ,1,9,1,2,1, , , ,1,1, , ,1.5821852,0.9565964
201885,2,2,160619,0,160619,1,2,27,5,55,,U,2,1, , ,2, , , , ,2,1,2,2,1,2,1, , ,1, , , , , , , , ,2,1, ,1, , , , ,2,1,2,2,1,1,1,1,1,1, , , , ,2,1,1,1, , ,4,2,3,3, , , , , ,1,2,2,2, , , , ,2,2,2,2,4,3,3,2,1,3, , ,2,1,2,2,2,32,5,7,2,1, , , ,1,1,1, ,2, , , , ,6,2, ,,2,3,2, ,3, ,5,2,2, ,2,5,4, , ,1, , , ,2,9,1,1,1,2,4, ,0,1, , ,0.8883577,1.2075674
201886,2,2,160619,0,160619,1,4,49,4,49,,S,4,4, , ,2, , , , ,2,2,2,1,1,1,3, ,3,1, ,2, ,2,1,2, ,1,4,1, ,1,2,1,4,4,1,1,2,2,1,1,1,1,1,1, , , , ,1,1,1,1,2,2,1,4,3,2,2,2,3,2,2,2,1,2,2, , , , ,2,2,2,2,4,2,4,2,2,3,2,2,2,1,2,3,2,57,3,3,2,1, , , ,3,1,1, ,2, , , , ,3,3, ,,2,3,2, , , ,4,1,1, ,1,1,2, ,2,3,3, , ,2,9,2,2,2, , , ,0,1, , ,1.3745216,1.4067878
201890,2,3,160619,0,160619,1,4,8,2,8,,S,4,2, , ,2, , , , ,2,2,2,2,1,3,3, ,3,2, ,2,1, ,2, ,2,2,3,1, ,2,3,2,4,4,1,1,2,3,1,1,1,1,1,2, , , , ,1,2,1,1,1,1,2,3,2,2,1,3,3,3,3,1,2,1,2, , , , ,2,1,1,1,2,1,3,1,2,3,1,2,1,1,2,4,1,42,4,5,2,9, , , ,3,9,9, ,2, , , , ,1,10, ,, ,6,2, , ,2,8,1,1, ,1,2,3, ,1,3,3, , ,2,9,1,2,2, , , ,0,1, , ,0.6812303,0.7222957
201891,2,4,160619,0,160619,1,4,8,2,8,,S,4,2, , ,1, , , , ,2,2,2,1,1,1,2, , ,2, , , , , , , , ,1,1,2, , , , , ,1,2,1,3,1,2,1,1,1,1,1,2,3,3, , , , , , ,2,4,3,2, , , , , ,1,1,1,1,1,1,1,1, , , , ,3,1,4,2,1,3, , ,1,2,1,2,2,61,3,7,2,1, , , ,2,1,1, ,2, , , , ,3,1, ,,1,4,1,3, , ,1,3,1, ,1,1,2, , ,2,2, , ,2,1,1,1,1,2, , ,0,1, , ,0.5749452,0.5599364
201894,2,2,160619,0,160619,2,4,6,2,6,,S,4,2, , ,1, , , , ,2,1,1,3,3,3,3, , ,1, , , , , , , , ,4,2,2, , , , , ,2,1,1,2,1,1,1,1,1,1,1,1,3,1, , , , , , ,3,2,3,2, , , , , ,2,1,2,2,2,2,2,2, , , , ,3,3,4,2,1,2, , ,2,1,2,4,1,30,5,2,1,7, , , ,3,5,3,3,1,1,1,4,3,1,9, ,, ,6,2, , ,3,4,3,2, ,2,5,4, , ,7,6, , ,2,9,2,1,1, , , ,0,1, ,3,0.4735934,0.4816824
201895,2,2,160619,0,160619,2,4,6,5,6,,U,4,5, , ,2, , , , ,2,1,1,3,1,1,1, , ,1, , , , , , , , ,1,1, ,1, , , , ,1,2,1,1,1,1,1,1,1,1, , , , ,1,1,1,1, , ,1,1,1,1, , , , , ,2,2,2,2, , , , ,2,2,2,2,2,1,3,3,2,3, , ,9,1,9,2,2,63,3,3,1,7, , , ,3,5,3,3,1,1,1,4,4,3,2, ,,1,2,1, ,3, ,1,3,2, ,2,4,2, , ,4,4, , ,2,9,2,1,1, , , ,0,1, ,3,0.7540038,0.6728315
201900,2,2,160619,0,160620,1,4,6,5,6,,U,4,5, , ,2, , , , ,2,1,1,1,1,3,1, ,1,1, ,1, ,1,1,2, ,1,3,1, ,2,1,1,2,4,1,1,2,1,2,1,2,1,1,1, , , , ,2,1,2,1,9,1,1,2,4,2,2,2,2,3,2,2,2,2,2, , , , ,2,2,2,2,2,3,1,2,1,2,2,1,3,2,1,4,2,31,5,8,2,1, , , ,2,1,1, ,2, , , , ,2,12, ,, ,6,2, , ,2,9,1,2, ,2,5,5,1, ,2,2, , ,2,9,1,2,2, , , ,0,1, , ,0.6860495,0.9037779
201901,2,2,160619,0,160620,1,4,6,3,6,,U,4,3, , ,2, , , , ,2,1,1,3,1,1,1, ,1,1, ,1, ,1,1,2, ,6,2,1, ,2,2,2,2,4,1,2,1,3,2,2,2,2,3,1, , , , ,3,1,2,1,1,1,4,1,3,3,2,2,2,1,2,2,2,2,2, , , , ,2,2,2,2,2,3,1,3,1,2,2,1,3,1,1,3,2,18,5,3,2,1, , , ,3,1,1, ,2, , , , ,6,9, ,, ,5,2, , ,2,8,1,2, ,2,5,5,1, ,6,3, , ,2,9,2,2,1, , , ,0,1, , ,1.7233866,2.1493867
201903,2,2,160619,0,160620,1,4,6,1,6,,,4,1, , ,2, , , , ,2,2,2,4,3,1,1, , ,1, , , , , , , , ,3,1, ,1, , , , ,1,1,2,1,1,4,1,3,1,1, , , , ,1,1,1,1, , ,2,2,2,2, , , , , ,2,2,2,2, , , , ,2,2,2,2,1,3,4,3,1,1, , ,1,2,2,1,2,48,4,3,2,1, , , ,2,1,1, ,2, , , , ,5,13, ,,1,9,9,9, , ,9,2,9,9,9,9,9, , ,9,9, , ,9,9,2,2,2, , , ,0,1, , ,1.8387447,1.5519542
201904,2,5,160620,0,160620,1,3,48,2,42,,U,1,4, , ,2, , , , ,2,2,2,2,1,1,3, ,3,2, ,2,2, ,2, ,2,1,4,2, ,1,1,2,2,2,1,2,1,3,1,2,1,2,1,1, , , , ,2,2,2,1,1,1,2,2,2,2,3,1,1,3,3,1,2,1,1, , , , ,1,1,1,2,3,3,2,2,1,2,2,2,2,1,2,2,2,56,3,3,2,5, , , ,1,5,4, ,2, , , , ,3,1, ,,1,4,2,1, , ,3,1,3,1,1,3,2, ,1,1, , , ,2,9,1,1,4, , , ,0,1, , ,1.014922,1.1438116
201905,2,4,160620,0,160620,1,1,36,5,45,,S,3,3, , ,2, , , , ,2,1,1,1,1,2,1, ,1,1, ,2, ,2,1,2, ,1,4,1, ,1,1,1,3,4,1,1,2,1,1,1,1,3,3,1, , , , ,1,1,1,1,2,1,4,2,4,2,3,2,2,3,2,2,2,2,2, , , , ,2,2,2,2,2,3,2,1,1,2,1,2,3,1,2,3,1,43,4,3,2,2, , , ,2,2,2, ,2, , , , ,2,99,2,, ,6,2, , , ,6,1,3,2,2,3,4,1, ,4,2, , ,2,9,2,1,4, , , ,0,1, , ,1.1191292,1.3587598
201906,2,6,160620,0,160620,1,1,42,1,42,,S,1,1, , ,2, , , , ,2,1,2,2,1,1,1, ,1,1, ,1, ,1,1,2, ,1,2,1, ,2,1,9,1,4,1,1,2,3,1,1,1,1,2,1, , , , ,2,2,2,1,9,1,4,1,4,3,2,2,2,3,2,2,2,2,2, , , , ,2,2,3,2,3,3,2,3,2,3,3,2,2,2,2,3,2,65,3,7,2,1, , , ,2,1,1, ,2, , , , ,1,12, ,, ,2,1, , ,2,6,1,2, ,2,5,4,1, ,2,2, , ,1,9,1,2,1, , , ,1,1, , ,1.1648129,0.5321931
201907,2,6,160620,0,160620,1,3,12,2,36,,S,1,3, , ,2, , , , ,2,2,2,2,1,1,2, ,2,2, ,2,2, ,2, ,2,2,3,2, ,9,2,2,3,2,1,1,1,3,1,2,1,3,1,3, , , , ,3,1,1,2,1,1,1,4,2,2,3,1,3,3,3,1,1,1,1, , , , ,1,1,1,2,3,3,1,2,1,2,1,3,3,1,2,2,2,26,5,6,2,1, , , ,1,1,1, ,2, , , , ,6,13, ,,2,5,2, , , ,5,1,1, ,1,2,3, ,2,1, , , ,2,9,2,2,1, , , ,0,1, , ,0.8182053,1.0688904
201910,2,5,160620,0,160620,2,3,24,4,24,,S,3,4, , ,2, , , , ,2,1,1,1,1,1,1, , ,1, , , , , , , , ,2,1, ,2, , , , ,1,1,1,3,1,1,2,1,1,2, , , , ,2,1,1,1, , ,4,2,2,1, , , , , ,2,2,2,2, , , , ,2,2,2,2,3,1,3,2,2,3, , ,1,1,2,2,2,38,4,2,1,7, , , ,3,5,3,3,1,1,1,4,4,1,1, ,,1,1,1,3, , ,2,3,2, ,2,4,2, , ,7,4, , ,1,9,2,1,1, , , ,1,1, ,3,0.6085372,0.8109785
201914,2,3,160620,0,160620,2,3,12,4,12,,,3,4, , ,1, , , , ,2,1,1,4,4,3,9,9, ,9,9, , , , , , , ,3,1,1, , , , , ,2,9,1,1,1,1,1,4,9,1,1,1,1,9, , , , , , ,9,9,9,9, , , , , ,9,9,9,9,9,9,9,9, , , , ,9,9,9,2,2,2, , ,2,1,2,9,2,72,2,3,1,1, , , ,3,1,3,9,1,2,1,4,4,4,2, ,,2,2,2, ,9, ,10,3,9,9,9,9,9, , ,6,4, , ,2,9,2,1,1, , , ,0,1, ,3,1.4026328,1.0109024
201919,2,4,160620,0,160620,1,3,13,1,13,,S,3,2, , ,2, , , , ,2,2,2,2,1,1,2, ,2,2, ,1,2, ,2, ,2,1,1,1, ,2,2,2,4,2,1,1,1,3,1,1,2,2,2,2, , , , ,1,1,1,2,1,1,2,4,2,2,1,1,1,3,1,1,1,1,1, , , , ,1,1,1,1,3,1,2,2,2,2,1,3,3,2,1,2,2,49,4,4,2,1, , , ,3,1,1, ,2, , , , ,1,1, ,,1,3,2,3, , ,6,1,1, ,1,1,2, ,2,3,3, , ,2,9,1,1,4, , , ,0,1, , ,1.9161966,1.8955881
201921,2,3,160620,0,160620,1,3,13,4,13,,S,3,4, , ,1, , , , ,2,1,1,3,3,1,1, , ,1, , , , , , , , ,4,2,1, , , , , ,1,2,2,1,1,1,3,1,1,3,1,3,3,3, , , , , , ,4,2,2,2, , , , , ,2,1,2,1,2,1,2,2, , , , ,2,3,4,1,2,3, , ,4,1,2,4,1,25,5,6,2,2, , , ,1,2,2, ,2, , , , ,6,12, ,, ,4,2, , ,3,3,3,3,2,2,3,4, , ,1, , , ,2,1,1,9,9, , , ,0,1, , ,0.5465427,0.7216763
201927,2,2,160620,0,160620,1,1,23,1,23,,R,1,1, , ,2, , , , ,2,2,2,2,1,2,3, ,3,9,9, , , ,9,2,2,2,4,2, ,1,2,2,4,3,1,1,2,3,1,1,1,2,1,1, , , , ,1,1,2,2,2,1,3,4,4,2,3,3,3,2,3,1,1,1,1, , , , ,1,3,2,1,4,3,3,3,2,3,2,1,1,1,2,3,1,62,3,3,2,1, , , ,2,1,1, ,2, , , , ,1,9, ,, ,6,2, , ,3,8,1,1, ,1,1,2, ,2,2,2, , ,1,1,1,2,1, , , ,1,1, , ,1.6621002,1.7039548
201929,2,4,160620,0,160620,1,3,12,4,12,,S,3,4, , ,1, , , , ,2,1,2,1,1,1,1, ,1,1, ,1, ,1,1,2, ,1,4,1,2, ,1,4,1,4,3,3,1,3,1,1,1,1,9,1,1,1,9,4, , , , ,1,1,5,8,4,8,2,2,2,1,2,2,2,2,2,2,3,2,2, , , , ,1,1,3,1,3,3,3,1,4,2,1,1,2,52,3,6,2,2, , , ,2,2,2, ,2, , , , ,5,1, ,,1,1,2,3, , ,10,1,2, ,2,5,4,1, ,9,9, , ,1,9,2,2,9, , , ,1,1, , ,1.4097251,1.131228
201930,2,5,160620,0,160620,1,1,25,4,25,,S,1,3, , ,2, , , , ,2,1,2,3,2,1,3, ,3,1, ,2, ,2,1,2, ,2,4,1, ,1,2,2,2,3,2,2,2,3,1,2,3,3,1,3, , , , ,3,2,2,2,2,1,3,2,2,2,2,2,2,3,2,1,2,2,2, , , , ,2,2,1,2,3,1,1,2,2,3,2,2,2,2,2,2,2,37,4,6,2,1, , , ,1,1,1, ,2, , , , ,6,2, ,,2,2,2, ,1, ,7,1,3,2,2,3,3,2, ,1, , , ,1,1,1,2,1, , , ,1,1, , ,1.9624331,1.2851378
201932,2,3,160620,0,160620,2,3,12,4,12,,S,3,4, , ,2, , , , ,2,1,1,3,3,1,1, , ,1, , , , , , , , ,1,2, ,2, , , , ,1,2,1,3,1,2,1,1,1,9, , , , ,1,1,1,1, , ,2,2,1,8, , , , , ,2,2,2,2, , , , ,2,2,2,2,1,1,3,2,1,2, , ,2,2,1,2,1,48,4,3,1,1, , , ,1,1,3,3,1,1,1,3,3,6,2, ,,2,6,2, ,3, ,2,3,2, ,2,4,1, , ,1, , , ,2,9,2,1,9, , , ,0,1, ,3,0.3421226,0.3593621
201935,2,4,160620,0,160620,1,3,12,5,12,,S,3,5, , ,1, , , , ,2,2,2,1,1,1,1, ,1,1, ,2, ,2,1,2, ,1,4,1,2, ,1,2,2,4,1,1,3,1,1,1,1,1,1,3,1,1,4,1, , , , ,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2, , , , ,3,2,2,3,1,2,2,1,1,2,2,2,1,67,3,6,2,1, , , ,3,1,1, ,2, , , , ,1,2, ,,2,3,2, ,2, ,9,1,3,2,2,3,3,1, ,3,3, , ,1,9,2,2,1, , , ,1,1, , ,0.5982188,0.6493217
201936,2,3,160620,0,160620,1,1,44,4,44,,S,1,4, , ,1, , , , ,2,2,2,4,3,2,2, ,2,2, ,2,9, ,2, ,1,4,4,2,2, ,4,3,4,3,2,2,2,2,1,1,2,4,4,4,1,4,1,4, , , , ,2,1,4,3,4,1,2,2,2,1,1,9,2,1,2,9,2,9,2, , , , ,3,1,2,9,9,9,2,1,4,9,9,4,1,62,3,2,2,9, , , ,1,9,9, ,2, , , , ,3,2, ,,9,6,2, ,9, ,10,1,3,1,1,3,3, ,9,1, , , ,2,1,2,1,4, , , ,0,1, , ,1.8332879,1.8222451
201939,2,3,160620,0,160620,1,1,34,5,34,,S,1,5, , ,1, , , , ,2,1,1,2,1,1,1, , ,1, , , , , , , , ,3,2,2, , , , , ,1,1,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , ,3,2,2,1, , , , , ,1,1,2,2,2,2,2,2, , , , ,3,3,2,2,2,2, , ,4,1,2,4,1,20,5,4,2,2, , , ,3,2,2, ,2, , , , ,6,1, ,,1,2,2,3, , ,8,3,2, ,2,5,4, , ,5,5, , ,1,9,2,2,1, , , ,1,1, , ,1.2229275,1.6368826
201941,2,2,160620,0,160620,1,3,48,5,48,,S,3,5, , ,1, , , , ,2,2,2,1,1,1,2, ,2,2, ,1,1, ,2, ,2,3,2,1,2, ,2,1,3,1,1,2,1,3,1,2,1,1,1,2,2,2,3,3, , , , ,1,1,2,3,3,2,1,1,1,3,1,1,1,1,1,1,1,1,1, , , , ,3,1,3,5,1,3,1,1,3,1,2,4,1,45,4,3,1,1, , , ,3,1,3,1,1,2,3,1,1,6,9, ,, ,6,1, , ,3,3,1,1, ,1,2,3, ,1,3,3, , ,1,9,1,2,1, , , ,1,1, ,1,0.8389406,1.1241623
201946,2,2,160620,0,160620,1,3,48,5,48,,S,3,5, , ,1, , , , ,2,2,2,2,9,1,3, , ,2, , , , , , , , ,4,2,2, , , , , ,1,1,2,3,1,1,2,1,1,1,1,2,4,4, , , , , , ,2,4,4,2, , , , , ,1,1,1,1,1,1,2,2, , , , ,4,3,4,3,1,3, , ,2,1,2,2,1,29,5,6,2,1, , , ,3,1,1, ,2, , , , ,3,10, ,, ,6,2, , ,2,4,3,3,1,1,3,2, , ,3,3, , ,2,9,2,1,1, , , ,0,1, , ,0.5314912,0.7991366
201949,2,3,160620,0,160623,2,3,21,2,21,,U,3,2, , ,2, , , , ,2,1,2,3,3,2,1, , ,1, , , , , , , , ,3,1, ,2, , , , ,1,2,2,3,1,1,2,1,1,9, , , , ,2,1,1,1, , ,4,2,9,9, , , , , ,2,2,2,2, , , , ,2,1,1,2,2,3,3,9,2,3, , ,2,1,2,2,2,28,5,3,1,1, , , ,1,1,3,3,1,2,2,3,1,3,1, ,,1,2,1,1, , ,2,3,2, ,2,5,4, , ,4,1, , ,2,9,2,1,1, , , ,0,1, ,2,0.7225678,0.9030478
201951,2,7,160620,0,160620,1,3,1,2,1,,U,3,2, , ,1, , , , ,2,1,9,2,1,1,2, , ,2, , , , , , , , ,3,1,2, , , , , ,1,2,3,1,1,3,3,2,1,3,4,3,2,3, , , , , , ,3,2,3,2, , , , , ,1,2,1,1,2,1,2,2, , , , ,2,3,4,5,1,2, , ,2,2,1,3,1,18,5,3,2,1, , , ,3,1,1, ,2, , , , ,6,2, ,,2,4,2, ,1, ,8,2,3,2,2,3,4, , ,7,6, , ,2,1,1,1,1, , , ,0,1, , ,0.8205221,0.9459855
201955,2,2,160620,0,160620,1,2,18,2,18,,U,2,2, , ,1, , , , ,2,9,1,3,3,1,2, ,2,2, ,2,2, ,2, ,1,1,4,1,2, ,2,2,3,3,1,1,2,3,1,1,1,3,1,1,1,2,3,2, , , , ,2,9,3,3,2,2,3,2,2,3,9,1,1,2,2,2,1,2,2, , , , ,3,3,2,2,9,2,2,1,2,2,2,1,2,30,5,6,2,1, , , ,2,1,1, ,2, , , , ,1,1, ,,2,3,2, , , ,8,1,1, ,1,1,2, ,1,3,2, , ,2,1,2,2,2, , , ,0,1, , ,0.7780537,1.0083071
201956,2,2,160620,0,160620,1,3,48,4,48,,U,3,4, , ,2, , , , ,2,2,2,4,1,1,1, , ,1, , , , , , , , ,4,1, ,1, , , , ,1,1,2,1,2,2,2,1,1,3, , , , ,4,1,2,1, , ,3,2,3,2, , , , , ,2,1,2,1, , , , ,2,2,2,1,4,3,3,2,1,3, , ,1,1,2,1,1,36,4,3,1,1, , , ,2,1,3,1,1,4,4,1,1,1,13, ,,2,4,2, , , ,4,3,2, ,2,4,3, , ,3,2, , ,2,1,2,1,1, , , ,0,1, ,1,0.3421226,0.3436603
201957,2,1,160620,0,160620,1,3,48,5,48,,,3,5, , ,1, , , , ,2,1,2,2,1,1,1, ,1,1, ,2, ,2,1,2, ,1,2,9,2, ,1,1,2,4,1,1,2,1,2,2,2,2,2,1,3,1,4,3, , , , ,2,1,4,2,4,3,2,2,2,3,2,2,2,2,2,2,9,2,2, , , , ,3,3,1,2,1,2,1,2,3,2,2,4,1,59,3,8,2,1, , , ,2,1,1, ,2, , , , ,1,7, ,, ,5,2, , , ,9,1,3,2,2,3,4,1, ,4,2, , ,2,9,2,2,1, , , ,0,1, , ,0.7208966,0.746629
201958,2,1,160620,0,160620,1,3,48,2,48,,S,3,5, , ,2, , , , ,2,2,2,1,1,2,2, ,2,2, ,2,2, ,2, ,2,1,4,2, ,1,2,2,3,3,1,1,2,3,1,1,1,1,1,1, , , , ,2,2,2,1,2,1,2,3,4,2,1,1,2,3,1,2,2,1,1, , , , ,1,1,1,1,2,1,2,2,1,3,2,2,2,9,2,1,2,54,3,8,2,1, , , ,1,1,1, ,2, , , , ,4,1, ,,1,1,1,1, , ,8,1,3,1,1,3,2, ,2,4,1, , ,2,1,2,2,1, , , ,0,1, , ,1.0765416,0.9804507
201959,2,1,160620,0,160620,1,3,1,3,1,,S,3,3, , ,1, , , , ,2,2,9,2,1,1,9,2,2,2, ,2,1, ,2, ,1,1,3,1,2, ,2,2,2,3,1,1,2,1,1,1,1,2,1,1,1,2,2,2, , , , ,2,1,2,3,3,2,2,2,2,3,1,1,1,1,1,1,1,2,2, , , , ,2,1,2,2,2,2,1,1,2,2,1,1,1,63,3,8,2,1, , , ,2,1,1, ,2, , , , ,1,1, ,,1,2,2,1, , ,9,1,1, ,1,2,3, ,2,2,2, , ,2,1,2,2,1, , , ,0,1, , ,0.6574615,0.6714746
201960,2,1,160620,0,160620,1,2,17,5,17,,S,2,5, , ,2, , , , ,2,2,2,3,3,1,9,2, ,9,9, , , , , , , ,4,2, ,1, , , , ,2,1,2,2,1,1,1,1,1,3, , , , ,3,2,1,1, , ,2,2,3,3, , , , , ,1,1,1,2, , , , ,1,2,1,9,3,3,3,2,2,3, , ,3,1,2,2,1,36,4,3,2,1, , , ,2,1,1, ,2, , , , ,2,2, ,,9,4,2, ,3, ,5,2,3,9,9,3,4, , ,2,2, , ,1,9,2,2,1,2, , ,1,1, , ,1.8136573,1.7776896
201961,2,1,160620,0,160620,1,2,27,5,27,,S,2,5, , ,1, , , , ,2,1,2,2,1,3,3, ,3,3,9, , , ,3,2,2,2,4,2,2, ,4,3,4,4,2,1,9,3,4,4,4,4,4,4,4,4,4,4, , , , ,2,1,2,2,3,3,3,2,3,2,2,3,2,1,2,2,1,3,2, , , , ,3,2,3,2,1,1,2,2,3,2,1,3,1,26,5,6,2,1, , , ,1,1,1, ,2, , , , ,6,11,2,, ,1,2, , , ,9,1,3,1,1,3,4, ,2,1, , , ,2,9,1,9,9, , , ,0,1, , ,0.5293906,0.8160891
